StockCode,Description,TotalAmount_sum,TotalAmount_mean,TotalAmount_count,Quantity_sum,Quantity_mean,UnitPrice_mean,UnitPrice_std,CustomerID_nunique,InvoiceNo_nunique,Revenue_per_Customer,Avg_Quantity_per_Transaction,Revenue_Category,Popularity_Category
20771,CHRYSANTHEMUM  JOURNAL,183.46,6.55,28,71,2.54,2.64,0.46,21,27,8.74,2.63,Medium,Occasional
20772,GARDEN PATH JOURNAL,537.01,11.43,47,219,4.66,2.59,0.36,40,47,13.43,4.66,Medium,Popular
20773,BLUE PAISLEY NOTEBOOK,92.4,3.85,24,56,2.33,1.65,0.0,21,23,4.4,2.43,Low,Occasional
20774,GREEN FERN NOTEBOOK,85.8,3.73,23,52,2.26,1.65,0.0,21,22,4.09,2.36,Low,Occasional
20775,DAISY NOTEBOOK ,105.6,4.8,22,64,2.91,1.65,0.0,19,20,5.56,3.2,Low,Occasional
20777,CHRYSANTHEMUM NOTEBOOK,156.75,4.35,36,95,2.64,1.65,0.0,32,36,4.9,2.64,Medium,Occasional
20778,GARDEN PATH NOTEBOOK ,24.75,3.09,8,15,1.88,1.65,0.0,8,8,3.09,1.88,Low,Niche
20780,BLACK EAR MUFF HEADPHONES,198.35,10.44,19,37,1.95,5.72,1.24,13,17,15.26,2.18,Medium,Occasional
20781,GOLD EAR MUFF HEADPHONES,167.01,6.96,24,33,1.38,4.9,1.35,19,21,8.79,1.57,Medium,Occasional
20782,CAMOUFLAGE EAR MUFF HEADPHONES,221.36,12.3,18,40,2.22,5.59,1.54,12,17,18.45,2.35,Medium,Occasional
20785,FUSCHIA RETRO BAR STOOL,523.3,104.66,5,14,2.8,39.15,1.79,4,5,130.82,2.8,Medium,Niche
20793,BLUE TILED TRAY,87.75,17.55,5,13,2.6,6.75,0.0,4,5,21.94,2.6,Low,Niche
20794,BLUE  TILE HOOK,236.1,13.12,18,94,5.22,2.52,0.11,15,17,15.74,5.53,Medium,Occasional
20795,LARGE BLUE PROVENCAL CERAMIC BALL,105.0,10.5,10,50,5.0,2.1,0.0,6,10,17.5,5.0,Low,Niche
20796,SMALL BLUE PROVENCAL CERAMIC BALL,100.65,12.58,8,61,7.62,1.65,0.0,8,8,12.58,7.62,Low,Niche
20798,CLEAR MILKSHAKE GLASS,82.2,13.7,6,40,6.67,2.02,0.18,6,6,13.7,6.67,Low,Niche
20801,LARGE PINK GLASS SUNDAE DISH,732.16,12.84,57,880,15.44,0.93,0.51,47,56,15.58,15.71,High,Popular
20802,SMALL GLASS SUNDAE DISH CLEAR,750.51,16.32,46,687,14.93,1.45,0.44,40,46,18.76,14.93,High,Popular
20803,SMALL PINK GLASS SUNDAE DISH,414.81,12.2,34,985,28.97,0.51,0.36,26,33,15.95,29.85,Medium,Occasional
20816,GOLD FLOWER CUSHION COVER ,15.6,7.8,2,8,4.0,1.95,0.0,1,2,15.6,4.0,Low,Niche
20818,GOLD TEDDY BEAR,20.0,10.0,2,12,6.0,2.5,1.77,2,2,10.0,6.0,Low,Niche
20819,SILVER TEDDY BEAR,183.71,11.48,16,48,3.0,3.98,0.93,14,16,13.12,3.0,Medium,Occasional
20820,SILVER LOOKING MIRROR,24.75,12.38,2,5,2.5,4.95,0.0,2,2,12.38,2.5,Low,Niche
20821,GOLDIE LOOKING MIRROR,138.6,19.8,7,28,4.0,4.95,0.0,5,7,27.72,4.0,Medium,Niche
20823,GOLD WINE GOBLET,129.56,16.2,8,164,20.5,0.79,0.0,6,7,21.59,23.43,Medium,Niche
20826,SILVER APERITIF GLASS,128.4,16.05,8,276,34.5,0.82,0.8,7,8,18.34,34.5,Medium,Niche
20827,GOLD APERITIF GLASS,34.32,17.16,2,88,44.0,0.39,0.0,1,2,34.32,44.0,Low,Niche
20828,GLITTER BUTTERFLY CLIPS,2494.2,13.41,186,1012,5.44,2.54,0.07,116,177,21.5,5.72,Premium,Best-Seller
20829,GLITTER HANGING BUTTERFLY STRING,2735.75,15.63,175,1385,7.91,2.15,0.35,90,169,30.4,8.2,Premium,Best-Seller
20830,SILVER PHOTO FRAME,159.6,7.6,21,76,3.62,2.1,0.0,20,21,7.98,3.62,Medium,Occasional
20831,GOLD PHOTO FRAME,272.34,11.35,24,169,7.04,1.86,0.5,19,24,14.33,7.04,Medium,Occasional
20832,RED FLOCK LOVE HEART PHOTO FRAME,527.89,9.1,58,1035,17.84,0.58,0.22,47,56,11.23,18.48,Medium,Popular
20835,FRENCH LATTICE CUSHION COVER ,54.78,7.83,7,66,9.43,0.83,0.0,7,7,7.83,9.43,Low,Niche
20836,FRENCH PAISLEY CUSHION COVER,151.06,8.39,18,182,10.11,0.83,0.0,14,18,10.79,10.11,Medium,Occasional
20837,FRENCH FLORAL CUSHION COVER ,142.47,9.5,15,141,9.4,0.97,0.55,14,15,10.18,9.4,Medium,Occasional
20838,FRENCH LATTICE CUSHION COVER ,293.14,8.62,34,342,10.06,0.92,0.42,30,34,9.77,10.06,Medium,Occasional
20839,FRENCH PAISLEY CUSHION COVER ,411.84,8.4,49,452,9.22,0.99,0.54,44,49,9.36,9.22,Medium,Popular
20840,FRENCH FLORAL CUSHION COVER ,409.48,9.1,45,476,10.58,0.96,0.51,35,44,11.7,10.82,Medium,Popular
20845,ZINC HEART LATTICE 2 WALL PLANTER,120.65,10.97,11,19,1.73,6.35,0.0,7,11,17.24,1.73,Medium,Occasional
20846,ZINC HEART LATTICE T-LIGHT HOLDER,785.47,12.27,64,647,10.11,1.26,0.16,50,62,15.71,10.44,High,Popular
20847,ZINC HEART LATTICE CHARGER LARGE,172.5,12.32,14,46,3.29,3.75,0.0,12,14,14.38,3.29,Medium,Occasional
20848,ZINC HEART LATTICE CHARGER SMALL,61.95,7.74,8,21,2.62,2.95,0.0,7,8,8.85,2.62,Low,Niche
20851,ZINC HEART LATTICE TRAY OVAL ,53.55,7.65,7,9,1.29,5.95,0.0,5,7,10.71,1.29,Low,Niche
20854,BLUE PATCH PURSE PINK HEART,279.2,14.69,19,180,9.47,1.64,0.05,16,18,17.45,10.0,Medium,Occasional
20856,DENIM PATCH PURSE PINK BUTTERFLY,247.5,8.84,28,150,5.36,1.65,0.0,26,28,9.52,5.36,Medium,Occasional
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,77.55,8.62,9,47,5.22,1.65,0.0,7,9,11.08,5.22,Low,Niche
20861,GOLD COSMETIC BAG PINK STAR,4.2,2.1,2,2,1.0,2.1,0.0,2,2,2.1,1.0,Low,Niche
20866,BLUE ROSE FABRIC MIRROR,615.79,15.79,39,529,13.56,1.3,0.28,34,38,18.11,13.92,High,Occasional
20867,PINK ROSE FABRIC MIRROR,231.47,9.26,25,187,7.48,1.24,0.04,23,25,10.06,7.48,Medium,Occasional
20868,SILVER FABRIC MIRROR,159.26,5.14,31,381,12.29,0.57,0.46,29,31,5.49,12.29,Medium,Occasional
20869,GOLD FABRIC MIRROR,54.21,3.01,18,139,7.72,0.39,0.0,17,17,3.19,8.18,Low,Occasional
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,31.25,3.91,8,25,3.12,1.25,0.0,7,7,4.46,3.57,Low,Niche
20886,BOX OF 9 PEBBLE CANDLES,863.1,10.93,79,458,5.8,1.95,0.03,55,77,15.69,5.95,High,Popular
20892,SET/3 TALL GLASS CANDLE HOLDER PINK,12.75,12.75,1,1,1.0,12.75,,1,1,12.75,1.0,Low,Niche
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,644.7,30.7,21,295,14.05,2.46,0.18,16,20,40.29,14.75,High,Occasional
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,73.75,8.19,9,25,2.78,2.95,0.0,9,9,8.19,2.78,Low,Niche
20897,VINTAGE NOTEBOOK PARIS DAYS,265.75,26.58,10,97,9.7,2.91,0.13,9,10,29.53,9.7,Medium,Niche
20898,VINTAGE NOTEBOOK TRAVELOGUE,91.45,15.24,6,31,5.17,2.95,0.0,4,5,22.86,6.2,Low,Niche
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,38.1,9.52,4,6,1.5,6.35,0.0,2,3,19.05,2.0,Low,Niche
20902,VINTAGE KEEPSAKE BOX PARIS DAYS,190.35,31.72,6,33,5.5,6.22,0.33,6,6,31.72,5.5,Medium,Niche
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,127.0,12.7,10,20,2.0,6.35,0.0,10,10,12.7,2.0,Medium,Niche
20906,VINTAGE NOTEBOOK BEAUTY GIRL,8.85,4.43,2,3,1.5,2.95,0.0,2,2,4.42,1.5,Low,Niche
20910,VINTAGE PHOTO ALBUM PARIS DAYS,50.8,16.93,3,8,2.67,6.35,0.0,2,3,25.4,2.67,Low,Niche
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,16870.43,20.65,817,5989,7.33,2.95,0.32,360,797,46.86,7.51,Premium,Best-Seller
20914,SET/5 RED SPOTTY LID GLASS BOWLS,734.4,734.4,1,288,288.0,2.55,,1,1,734.4,288.0,High,Niche
20931,BLUE POT PLANT CANDLE ,835.75,21.43,39,277,7.1,3.11,0.66,35,39,23.88,7.1,High,Occasional
20932,PINK POT PLANT CANDLE,545.75,22.74,24,199,8.29,3.0,0.77,22,24,24.81,8.29,Medium,Occasional
20933,YELLOW POT PLANT CANDLE,71.05,7.89,9,23,2.56,3.13,0.35,9,9,7.89,2.56,Low,Niche
20934,SET/3 POT PLANT CANDLES,369.6,15.4,24,68,2.83,5.43,0.1,22,24,16.8,2.83,Medium,Occasional
20935,ROUND CACTUS CANDLE,17.7,4.43,4,6,1.5,2.95,0.0,4,4,4.42,1.5,Low,Niche
20936,FORKED CACTUS CANDLE,275.93,10.22,27,93,3.44,3.08,0.85,21,27,13.14,3.44,Medium,Occasional
20941,FROG CANDLE,78.75,4.14,19,63,3.32,1.25,0.0,14,18,5.62,3.5,Low,Occasional
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,922.38,14.64,63,735,11.67,1.29,0.21,51,61,18.09,12.05,High,Popular
20957,PORCELAIN HANGING BELL SMALL,1.45,1.45,1,1,1.0,1.45,,1,1,1.45,1.0,Low,Niche
20961,STRAWBERRY BATH SPONGE ,1368.11,10.44,131,1079,8.24,1.31,0.27,82,128,16.68,8.43,High,Popular
20963,APPLE BATH SPONGE,1400.49,11.12,126,1102,8.75,1.33,0.3,83,122,16.87,9.03,High,Popular
20964,POLYESTER FILLER PAD 60x40cm,5.1,5.1,1,2,2.0,2.55,,1,1,5.1,2.0,Low,Niche
20966,SANDWICH BATH SPONGE,698.25,17.03,41,589,14.37,1.25,0.03,28,41,24.94,14.37,High,Occasional
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,963.75,12.68,76,257,3.38,3.75,0.0,63,75,15.3,3.43,High,Popular
20969,RED FLORAL FELTCRAFT SHOULDER BAG,7714.38,29.44,262,2165,8.26,3.82,0.56,157,259,49.14,8.36,Premium,Best-Seller
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,3994.88,17.07,234,1084,4.63,3.78,0.43,141,232,28.33,4.67,Premium,Best-Seller
20971,PINK BLUE FELT CRAFT TRINKET BOX,14408.16,30.46,473,12842,27.15,1.27,0.19,277,461,52.02,27.86,Premium,Best-Seller
20972,PINK CREAM FELT CRAFT TRINKET BOX ,8663.49,15.72,551,7143,12.96,1.27,0.19,311,536,27.86,13.33,Premium,Best-Seller
20973,12 PENCIL SMALL TUBE WOODLAND,2553.75,8.72,293,4011,13.69,0.67,0.1,192,278,13.3,14.43,Premium,Best-Seller
20974,12 PENCILS SMALL TUBE SKULL,4603.0,15.04,306,7300,23.86,0.65,0.01,195,294,23.61,24.83,Premium,Best-Seller
20975,12 PENCILS SMALL TUBE RED RETROSPOT,4179.2,13.1,319,6520,20.44,0.65,0.01,231,311,18.09,20.96,Premium,Best-Seller
20977,36 PENCILS TUBE WOODLAND,2065.68,13.86,149,1672,11.22,1.25,0.02,111,146,18.61,11.45,Premium,Best-Seller
20978,36 PENCILS TUBE SKULLS,2034.43,10.94,186,1647,8.85,1.25,0.01,133,180,15.3,9.15,Premium,Best-Seller
20979,36 PENCILS TUBE RED RETROSPOT,4433.51,17.73,250,3683,14.73,1.24,0.03,165,246,26.87,14.97,Premium,Best-Seller
20980,36 PENCILS TUBE POSY,45.0,3.75,12,36,3.0,1.25,0.0,11,12,4.09,3.0,Low,Occasional
20981,12 PENCILS TALL TUBE WOODLAND,1589.5,7.39,215,1870,8.7,0.85,0.0,157,212,10.12,8.82,High,Best-Seller
20982,12 PENCILS TALL TUBE SKULLS,1713.31,7.61,225,2023,8.99,0.85,0.01,158,218,10.84,9.28,High,Best-Seller
20983,12 PENCILS TALL TUBE RED RETROSPOT,2253.91,8.91,253,2659,10.51,0.85,0.01,185,237,12.18,11.22,Premium,Best-Seller
20984,12 PENCILS TALL TUBE POSY,1175.97,6.64,177,3833,21.66,0.36,0.19,135,168,8.71,22.82,High,Best-Seller
20985,HEART CALCULATOR,1180.31,11.92,99,1033,10.43,1.28,0.22,66,90,17.88,11.48,High,Popular
20986,BLUE CALCULATOR RULER,546.76,8.68,63,462,7.33,1.32,0.3,40,58,13.67,7.97,Medium,Popular
20992,JAZZ HEARTS PURSE NOTEBOOK,1867.05,7.15,261,4365,16.72,0.46,0.17,162,244,11.52,17.89,High,Best-Seller
20996,JAZZ HEARTS ADDRESS BOOK,648.69,3.45,188,3057,16.26,0.25,0.13,124,184,5.23,16.61,High,Best-Seller
20997,ROSE DU SUD CUSHION COVER ,74.25,14.85,5,15,3.0,4.95,0.0,4,5,18.56,3.0,Low,Niche
20998,ROSE DU SUD OVEN GLOVE,348.25,12.44,28,119,4.25,2.94,0.08,27,28,12.9,4.25,Medium,Occasional
21000,ROSE DU SUD COSMETICS BAG,195.5,11.5,17,46,2.71,4.25,0.0,16,16,12.22,2.88,Medium,Occasional
21001,ROSE DU SUD WASHBAG ,148.75,11.44,13,25,1.92,5.95,0.0,12,12,12.4,2.08,Medium,Occasional
21002,ROSE DU SUD DRAWSTRING BAG,46.75,11.69,4,11,2.75,4.25,0.0,4,4,11.69,2.75,Low,Niche
21003,ROSE DU SUD CUSHION COVER,82.55,13.76,6,13,2.17,6.35,0.0,6,6,13.76,2.17,Low,Niche
21011,GLITTER SNOW PEAR TREE DECORATION,26.1,13.05,2,18,9.0,1.45,0.0,2,2,13.05,9.0,Low,Niche
21012,ANTIQUE ALL GLASS CANDLESTICK,1139.6,13.57,84,570,6.79,2.09,0.08,66,81,17.27,7.04,High,Popular
21014,SWISS CHALET TREE DECORATION ,455.57,6.51,70,1233,17.61,0.41,0.23,64,66,7.12,18.68,Medium,Popular
21015,DARK BIRD HOUSE TREE DECORATION,379.07,5.49,69,1255,18.19,0.32,0.13,59,67,6.42,18.73,Medium,Popular
21018,BIRD BOX CHRISTMAS TREE DECORATION,18.7,3.74,5,22,4.4,0.85,0.0,4,4,4.68,5.5,Low,Niche
21025,SPACE FROG,127.25,7.95,16,100,6.25,1.46,0.5,14,16,9.09,6.25,Medium,Occasional
21026,SPACE OWL,177.37,7.09,25,143,5.72,1.34,0.34,20,22,8.87,6.5,Medium,Occasional
21027,NINJA RABBIT PINK,122.45,6.44,19,101,5.32,1.24,0.04,16,17,7.65,5.94,Medium,Occasional
21028,NINJA RABBIT BLACK,148.29,7.06,21,116,5.52,1.52,0.54,15,21,9.89,5.52,Medium,Occasional
21030,SPACE CADET RED,153.67,6.68,23,121,5.26,1.3,0.25,19,21,8.09,5.76,Medium,Occasional
21031,SPACE CADET BLACK,51.21,4.66,11,40,3.64,1.36,0.36,9,10,5.69,4.0,Low,Occasional
21032,SPACE CADET WHITE,84.88,5.3,16,65,4.06,1.48,0.49,13,15,6.53,4.33,Low,Occasional
21033,JUMBO BAG CHARLIE AND LOLA TOYS,1934.46,17.75,109,922,8.46,2.32,0.42,74,108,26.14,8.54,High,Popular
21034,REX CASH+CARRY JUMBO SHOPPER,1818.3,1.9,955,1914,2.0,0.95,0.0,480,862,3.79,2.22,High,Best-Seller
21035,SET/2 RED RETROSPOT TEA TOWELS ,7370.01,32.47,227,2519,11.1,3.29,0.66,151,221,48.81,11.4,Premium,Best-Seller
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,92.65,3.86,24,79,3.29,1.24,0.9,20,24,4.63,3.29,Low,Occasional
21039,RED RETROSPOT SHOPPING BAG,1315.26,16.65,79,522,6.61,2.71,0.72,57,79,23.07,6.61,High,Popular
21040,MODERN VINTAGE COTTON SHOPPING BAG,29.7,3.71,8,22,2.75,1.67,0.94,8,8,3.71,2.75,Low,Niche
21041,RED RETROSPOT OVEN GLOVE DOUBLE,1708.05,11.46,149,579,3.89,2.95,0.0,100,141,17.08,4.11,High,Best-Seller
21042,RED RETROSPOT APRON ,1837.25,16.12,114,309,2.71,5.94,0.12,72,110,25.52,2.81,High,Popular
21043,APRON MODERN VINTAGE COTTON,931.85,16.07,58,443,7.64,2.29,1.13,52,57,17.92,7.77,High,Popular
21051,RIBBONS PURSE ,228.83,9.53,24,108,4.5,2.18,0.41,23,24,9.95,4.5,Medium,Occasional
21054,NURSE'S BAG SOFT TOY,608.6,22.54,27,68,2.52,8.95,0.0,24,27,25.36,2.52,High,Occasional
21055,TOOL BOX SOFT TOY ,1421.84,16.73,85,152,1.79,9.49,1.98,63,83,22.57,1.83,High,Popular
21056,DOCTOR'S BAG SOFT TOY,1658.08,24.38,68,176,2.59,9.73,2.36,46,68,36.05,2.59,High,Popular
21058,PARTY INVITES WOODLAND,865.97,9.31,93,1061,11.41,0.86,0.12,68,88,12.73,12.06,High,Popular
21059,PARTY INVITES DINOSAURS,497.25,6.37,78,585,7.5,0.85,0.0,67,78,7.42,7.5,Medium,Popular
21060,PARTY INVITES BALLOON GIRL,302.6,5.71,53,356,6.72,0.85,0.0,47,53,6.44,6.72,Medium,Popular
21061,PARTY INVITES FOOTBALL,350.2,6.73,52,412,7.92,0.85,0.0,49,52,7.15,7.92,Medium,Popular
21062,PARTY INVITES SPACEMAN,425.85,6.87,62,501,8.08,0.85,0.0,55,61,7.74,8.21,Medium,Popular
21063,PARTY INVITES JAZZ HEARTS,412.11,5.09,81,483,5.96,0.87,0.12,64,81,6.44,5.96,Medium,Popular
21064,BOOM BOX SPEAKER BOYS,754.55,12.79,59,175,2.97,4.99,1.91,39,53,19.35,3.3,High,Popular
21065,BOOM BOX SPEAKER GIRLS,827.15,19.69,42,485,11.55,4.27,2.28,30,38,27.57,12.76,High,Occasional
21066,VINTAGE RED MUG,672.62,15.64,43,700,16.28,1.24,0.07,33,42,20.38,16.67,High,Occasional
21067,VINTAGE RED TEATIME MUG,278.76,5.93,47,230,4.89,1.24,0.04,30,44,9.29,5.23,Medium,Popular
21068,VINTAGE BILLBOARD LOVE/HATE MUG,1683.37,13.05,129,1577,12.22,1.22,0.08,81,128,20.78,12.32,High,Popular
21069,VINTAGE BILLBOARD TEA MUG,2792.11,52.68,53,2569,48.47,1.23,0.06,35,52,79.77,49.4,Premium,Popular
21070,VINTAGE BILLBOARD MUG ,1059.79,13.42,79,1033,13.08,1.33,0.33,51,77,20.78,13.42,High,Popular
21071,VINTAGE BILLBOARD DRINK ME MUG,1032.34,9.3,111,855,7.7,1.23,0.14,72,108,14.34,7.92,High,Popular
21078,SET/20 STRAWBERRY PAPER NAPKINS ,1982.08,9.67,205,2494,12.17,0.85,0.08,148,201,13.39,12.41,High,Best-Seller
21080,SET/20 RED RETROSPOT PAPER NAPKINS ,9671.24,12.81,755,12330,16.33,0.84,0.04,427,734,22.65,16.8,Premium,Best-Seller
21084,SET/6 COLLAGE PAPER CUPS,468.41,4.38,107,2223,20.78,0.26,0.18,90,104,5.2,21.38,Medium,Popular
21086,SET/6 RED SPOTTY PAPER CUPS,4009.49,13.55,296,6589,22.26,0.66,0.12,167,285,24.01,23.12,Premium,Best-Seller
21087,SET/6 POSIES PAPER CUPS,62.12,6.21,10,126,12.6,0.47,0.24,10,10,6.21,12.6,Low,Niche
21088,SET/6 FRUIT SALAD PAPER CUPS,347.7,4.64,75,1588,21.17,0.26,0.17,67,75,5.19,21.17,Medium,Popular
21089,SET/6 GREEN SPRING PAPER CUPS,45.73,1.91,24,231,9.62,0.23,0.13,23,24,1.99,9.62,Low,Occasional
21090,SET/6 COLLAGE PAPER PLATES,722.34,5.92,122,1708,14.0,0.46,0.16,98,119,7.37,14.35,High,Popular
21094,SET/6 RED SPOTTY PAPER PLATES,5496.53,16.76,328,7351,22.41,0.83,0.06,179,325,30.71,22.62,Premium,Best-Seller
21095,SET/6 POSIES PAPER PLATES,80.75,8.97,9,95,10.56,0.85,0.0,9,9,8.97,10.56,Low,Niche
21096,SET/6 FRUIT SALAD  PAPER PLATES,479.25,6.85,70,1143,16.33,0.45,0.15,63,70,7.61,16.33,Medium,Popular
21098,CHRISTMAS TOILET ROLL,3721.96,20.01,186,3215,17.28,1.3,0.27,115,165,32.36,19.48,Premium,Best-Seller
21100,CHARLIE AND LOLA CHARLOTTE BAG,70.95,8.87,8,43,5.38,1.65,0.0,7,8,10.14,5.38,Low,Niche
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,530.95,15.17,35,193,5.51,2.9,0.13,30,34,17.7,5.68,Medium,Occasional
21107,CREAM SLICE FLANNEL PINK SPOT ,2218.8,33.62,66,840,12.73,2.87,0.16,48,62,46.22,13.55,Premium,Popular
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,23890.89,120.66,198,13230,66.82,1.39,0.82,159,194,150.26,68.2,Premium,Best-Seller
21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,2084.1,30.2,69,830,12.03,3.99,2.35,51,64,40.86,12.97,Premium,Popular
21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",47.25,11.81,4,7,1.75,6.75,0.0,4,4,11.81,1.75,Low,Niche
21110,LARGE CAKE TOWEL PINK SPOTS,2308.55,28.5,81,777,9.59,5.49,2.08,62,79,37.23,9.84,Premium,Popular
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",1291.55,24.84,52,789,15.17,2.14,0.84,46,50,28.08,15.78,High,Popular
21112,SWISS ROLL TOWEL PINK  SPOTS,1782.18,66.01,27,666,24.67,3.16,1.01,21,27,84.87,24.67,High,Occasional
21112,"SWISS ROLL TOWEL, PINK  SPOTS",769.65,40.51,19,579,30.47,1.79,0.81,18,19,42.76,30.47,High,Occasional
21114,LAVENDER SCENTED FABRIC HEART,1717.78,12.82,134,1362,10.16,1.32,0.82,105,129,16.36,10.56,High,Best-Seller
21115,ROSE CARAVAN DOORSTOP,2580.21,19.4,133,523,3.93,5.82,2.21,104,129,24.81,4.05,Premium,Best-Seller
21116,OWL DOORSTOP,2339.19,19.82,118,489,4.14,4.95,0.34,81,117,28.88,4.18,Premium,Popular
21117,BLOND DOLL DOORSTOP,149.25,8.78,17,115,6.76,1.57,1.33,11,14,13.57,8.21,Medium,Occasional
21121,SET/10 RED POLKADOT PARTY CANDLES,7829.18,22.69,345,6526,18.92,1.25,0.02,237,337,33.03,19.36,Premium,Best-Seller
21122,SET/10 PINK POLKADOT PARTY CANDLES,6384.83,20.14,317,5282,16.66,1.25,0.07,214,306,29.84,17.26,Premium,Best-Seller
21123,SET/10 IVORY POLKADOT PARTY CANDLES,1215.81,11.92,102,975,9.56,1.24,0.07,65,97,18.7,10.05,High,Popular
21124,SET/10 BLUE POLKADOT PARTY CANDLES,4829.59,20.64,234,3995,17.07,1.25,0.02,180,229,26.83,17.45,Premium,Best-Seller
21125,SET 6 FOOTBALL CELEBRATION CANDLES,750.0,10.27,73,600,8.22,1.25,0.0,60,69,12.5,8.7,High,Popular
21126,SET OF 6 GIRLS CELEBRATION CANDLES,605.44,8.77,69,488,7.07,1.25,0.02,57,67,10.62,7.28,High,Popular
21128,GOLD FISHING GNOME,284.16,17.76,16,47,2.94,6.92,1.94,12,16,23.68,2.94,Medium,Occasional
21129,SILVER FISHING GNOME ,346.2,16.49,21,47,2.24,8.21,2.44,14,21,24.73,2.24,Medium,Occasional
21131,GOLD STANDING GNOME,290.25,17.07,17,93,5.47,3.87,0.99,11,17,26.39,5.47,Medium,Occasional
21132,SILVER STANDING GNOME   ,142.75,8.92,16,35,2.19,3.88,1.02,13,16,10.98,2.19,Medium,Occasional
21135,VICTORIAN  METAL POSTCARD SPRING,3097.2,18.22,170,3000,17.65,1.66,0.2,122,164,25.39,18.29,Premium,Best-Seller
21136,PAINTED METAL PEARS ASSORTED,7506.61,20.62,364,4485,12.32,1.69,0.08,259,354,28.98,12.67,Premium,Best-Seller
21137,BLACK RECORD COVER FRAME,39119.72,121.49,322,11421,35.47,3.66,0.46,140,318,279.43,35.92,Premium,Best-Seller
21143,ANTIQUE GLASS HEART DECORATION ,581.1,18.75,31,298,9.61,1.95,0.0,27,28,21.52,10.64,Medium,Occasional
21144,PINK POODLE HANGING DECORATION ,4.56,4.56,1,12,12.0,0.38,,1,1,4.56,12.0,Low,Niche
21145,ANTIQUE GLASS PLACE SETTING,152.5,19.06,8,122,15.25,1.25,0.0,8,8,19.06,15.25,Medium,Niche
21147,JINGLE BELLS TREE DECORATION,200.94,9.13,22,89,4.05,2.28,0.18,11,21,18.27,4.24,Medium,Occasional
21154,RED RETROSPOT OVEN GLOVE ,3978.63,14.63,272,3399,12.5,1.29,0.24,175,266,22.74,12.78,Premium,Best-Seller
21155,RED RETROSPOT PEG BAG,6390.65,17.09,374,2698,7.21,2.52,0.33,206,367,31.02,7.35,Premium,Best-Seller
21156,RETROSPOT CHILDRENS APRON,5663.92,18.75,302,3078,10.19,2.0,0.4,203,300,27.9,10.26,Premium,Best-Seller
21157,RED RETROSPOT WASHBAG,102.9,6.86,15,49,3.27,2.1,0.0,12,14,8.58,3.5,Low,Occasional
21158,MOODY GIRL DOOR HANGER ,696.27,4.46,156,1451,9.3,0.61,0.43,103,147,6.76,9.87,High,Best-Seller
21159,MOODY BOY  DOOR HANGER ,542.75,4.98,109,1109,10.17,0.69,0.48,73,108,7.43,10.27,Medium,Popular
21161,KEEP OUT BOYS DOOR HANGER ,189.95,5.13,37,131,3.54,1.45,0.0,25,34,7.6,3.85,Medium,Occasional
21162,TOXIC AREA  DOOR HANGER ,696.4,4.97,140,1416,10.11,0.61,0.43,98,137,7.11,10.34,High,Best-Seller
21163,DO NOT TOUCH MY STUFF DOOR HANGER ,605.11,5.04,120,1177,9.81,0.71,0.49,87,111,6.96,10.6,High,Popular
21164,HOME SWEET HOME METAL SIGN ,4868.32,19.4,251,1720,6.85,2.94,0.07,166,247,29.33,6.96,Premium,Best-Seller
21165,BEWARE OF THE CAT METAL SIGN ,6425.59,17.46,368,4039,10.98,1.67,0.06,178,360,36.1,11.22,Premium,Best-Seller
21166,COOK WITH WINE METAL SIGN ,20476.43,32.81,624,10296,16.5,2.04,0.11,287,613,71.35,16.8,Premium,Best-Seller
21167,WHITE SAGE INCENSE,275.1,10.58,26,1310,50.38,0.21,0.0,20,26,13.76,50.38,Medium,Occasional
21169,YOU'RE CONFUSING ME METAL SIGN ,6791.79,18.81,361,4299,11.91,1.67,0.07,192,347,35.37,12.39,Premium,Best-Seller
21171,BATHROOM METAL SIGN ,566.8,9.45,60,424,7.07,1.43,0.06,43,60,13.18,7.07,Medium,Popular
21172,PARTY METAL SIGN ,4727.12,12.28,385,3348,8.7,1.49,0.33,236,373,20.03,8.98,Premium,Best-Seller
21174,POTTERING IN THE SHED METAL SIGN,8372.7,22.03,380,3926,10.33,2.07,0.08,225,371,37.21,10.58,Premium,Best-Seller
21175,GIN + TONIC DIET METAL SIGN,28764.31,42.87,671,13549,20.19,2.46,0.19,330,662,87.16,20.47,Premium,Best-Seller
21175,GIN AND TONIC DIET METAL SIGN,1118.46,30.23,37,474,12.81,2.51,0.13,34,37,32.9,12.81,High,Occasional
